hh.id,herd.population,season,location ,type,herd.management,herd.water.dist,herd.move.type,village.lat,village.long,hh_seroprevalence
CN BL 01,39,wet,grassland.BL,grazing,herded,0,No,13.664482,-15.400396,75
CN BL 01,39,dry,swamp.BL,grazing,freerange,1,No,13.664482,-15.400396,75
CN BL 01,39,wet,pond.BL,water.source,herded,1,No,13.664482,-15.400396,75
CN BL 01,39,dry,swamp.BL,water.source,freerange,1,No,13.664482,-15.400396,75
CN BL 02,46,wet,grassland.BL,grazing,herded,0,No,13.664482,-15.400396,62.5
CN BL 02,46,dry,swamp.BL,grazing,herded,1,No,13.664482,-15.400396,62.5
CN BL 02,46,wet,pond.BL,water.source,herded,1,No,13.664482,-15.400396,62.5
CN BL 02,46,dry,swamp.BL,water.source,herded,1,No,13.664482,-15.400396,62.5
CN FY 01,87,wet,grassland.FY,grazing,herded,0,shortdist,13.5021849,-14.5374824,25
CN FY 01,87,dry,swamp.SuK,grazing,herded,2,shortdist,13.6171801,-14.9239875,25
CN FY 01,87,wet,pond.FY,water.source,herded,2,shortdist,13.5021849,-14.5374824,25
CN FY 01,87,dry,swamp.SuK,water.source,herded,2,shortdist,13.6171801,-14.9239875,25
CN FY 02,33,wet,grassland.FY,grazing,herded,0,No,13.5021849,-14.5374824,11.1
CN FY 02,33,dry,swamp.FY,grazing,herded,2,No,13.5021849,-14.5374824,11.1
CN FY 02,33,wet,pond.FY,water.source,herded,2,No,13.5021849,-14.5374824,11.1
CN FY 02,33,dry,swamp.FY,water.source,herded,2,No,13.5021849,-14.5374824,11.1
CN FY 03,26,wet,grassland.FY,grazing,herded,0,No,13.5021849,-14.5374824,25
CN FY 03,26,dry,swamp.FY,grazing,herded,2,No,13.5021849,-14.5374824,25
CN FY 03,26,wet,pond.FY,water.source,herded,2,No,13.5021849,-14.5374824,25
CN FY 03,26,dry,swamp.FY,water.source,herded,2,No,13.5021849,-14.5374824,25
CN JB 01,14,wet,grassland.JB,grazing,herded,0,shortdist,13.6118394,-14.8022918,0
CN JB 01,14,dry,swamp.PN,grazing,herded,1,shortdist,13.66987172,-14.86900679,0
CN JB 01,14,wet,pond.JB,water.source,herded,1,shortdist,13.6118394,-14.8022918,0
CN JB 01,14,dry,swamp.PN,water.source,herded,1,shortdist,13.66987172,-14.86900679,0
CN JB 02,17,wet,grassland.JB,grazing,herded,0,No,13.6118394,-14.8022918,37.5
CN JB 02,17,dry,swamp.JB,grazing,freerange,3,No,13.6118394,-14.8022918,37.5
CN JB 02,17,wet,pond.JB,water.source,herded,1,No,13.6118394,-14.8022918,37.5
CN JB 02,17,dry,swamp.JB,water.source,freerange,3,No,13.6118394,-14.8022918,37.5
CN JB 03,13,wet,grassland.JB,grazing,herded,0,No,13.6118394,-14.8022918,37.5
CN JB 03,13,dry,swamp.JB,grazing,herded,3,No,13.6118394,-14.8022918,37.5
CN JB 03,13,wet,pond.JB,water.source,herded,1,No,13.6118394,-14.8022918,37.5
CN JB 03,13,dry,swamp.JB,water.source,herded,1,No,13.6118394,-14.8022918,37.5
CN JK 02,46,wet,grassland.JKC,grazing,herded,0,shortdist,13.76307,-15.3376122,25
CN JK 02,46,dry,swamp.BtK,grazing,freerange,1,shortdist,13.696835,-15.207402,25
CN JK 02,46,wet,pond.JKC,water.source,herded,1,shortdist,13.76307,-15.3376122,25
CN JK 02,46,dry,swamp.BtK,water.source,freerange,1,shortdist,13.696835,-15.207402,25
CN JK 03,84,wet,grassland.JKC,grazing,herded,0,shortdist,13.76307,-15.3376122,37.5
CN JK 03,84,dry,swamp.BtK,grazing,herded,1,shortdist,13.696835,-15.207402,37.5
CN JK 03,84,wet,pond.JKC,water.source,herded,1,shortdist,13.76307,-15.3376122,37.5
CN JK 03,84,dry,swamp.BtK,water.source,herded,1,shortdist,13.696835,-15.207402,37.5
CN JK 06,43,wet,grassland.JKC,grazing,herded,0,shortdist,13.76307,-15.3376122,12.5
CN JK 06,43,dry,swamp.BtK,grazing,herded,1,shortdist,13.696835,-15.207402,12.5
CN JK 06,43,wet,pond.JKC,water.source,herded,1,shortdist,13.76307,-15.3376122,12.5
CN JK 06,43,dry,swamp.BtK,water.source,herded,1,shortdist,13.696835,-15.207402,12.5
CN JM 01,65,wet,grassland.JM,grazing,herded,0,shortdist,13.693971,-15.355319,71.4
CN JM 01,65,dry,swamp.JM,grazing,herded,1,No,13.693971,-15.355319,71.4
CN JM 01,65,wet,pond.JM,water.source,herded,1,No,13.693971,-15.355319,71.4
CN JM 01,65,dry,swamp.JM,water.source,herded,1,No,13.693971,-15.355319,71.4
CN JM 02,35,wet,grassland.JM,grazing,herded,0,No,13.693971,-15.355319,28.6
CN JM 02,35,dry,swamp.SN,grazing,herded,1,No,13.693971,-15.355319,28.6
CN JM 02,35,wet,pond.JM,water.source,herded,1,No,13.693971,-15.355319,28.6
CN JM 02,35,dry,swamp.SN,water.source,herded,1,No,13.693971,-15.355319,28.6
CN JM 03,87,wet,grassland.JM,grazing,herded,0,No,13.693971,-15.355319,50
CN JM 03,87,dry,swamp.JM,grazing,herded,1,No,13.693971,-15.355319,50
CN JM 03,87,wet,pond.JM,water.source,herded,1,No,13.693971,-15.355319,50
CN JM 03,87,dry,swamp.JM,water.source,herded,1,No,13.693971,-15.355319,50
CN KI 01,52,wet,grassland.KI,grazing,herded,0,No,13.6069071,-14.7103105,12.5
CN KI 01,52,dry,grassland.KI,grazing,herded,0,No,13.6069071,-14.7103105,12.5
CN KI 01,52,wet,pond.KI,water.source,herded,2,No,13.6069071,-14.7103105,12.5
CN KI 01,52,dry,well.KI,water.source,herded,0,No,13.6069071,-14.7103105,12.5
CN KI 02,41,wet,grassland.FF,grazing,herded,0,shortdist,13.58334667,-14.70003093,12.5
CN KI 02,41,dry,grassland.KI,grazing,freerange,0,shortdist,13.6069071,-14.7103105,12.5
CN KI 02,41,wet,well.FF,water.source,herded,0,shortdist,13.58334667,-14.70003093,12.5
CN KI 02,41,dry,well.KI,water.source,freerange,0,shortdist,13.6069071,-14.7103105,12.5
CN KI 03,34,wet,grassland.KI,grazing,herded,0,No,13.6069071,-14.7103105,25
CN KI 03,34,dry,grassland.KI,grazing,herded,0,No,13.6069071,-14.7103105,25
CN KI 03,34,wet,pond.KI,water.source,herded,2,No,13.6069071,-14.7103105,25
CN KI 03,34,dry,well.KI,water.source,herded,0,No,13.6069071,-14.7103105,25
CN KY 02,21,wet,swamp.KY,grazing,herded,1,No,13.5855587,-14.8731775,25
CN KY 02,21,dry,swamp.KY,grazing,herded,1,No,13.5855587,-14.8731775,25
CN KY 02,21,wet,swamp.KY,water.source,herded,1,No,13.5855587,-14.8731775,25
CN KY 02,21,dry,swamp.KY,water.source,herded,1,No,13.5855587,-14.8731775,25
CN KY 03,64,wet,swamp.KY,grazing,herded,1,No,13.5855587,-14.8731775,62.5
CN KY 03,64,dry,swamp.KY,grazing,herded,1,No,13.5855587,-14.8731775,62.5
CN KY 03,64,wet,swamp.KY,water.source,herded,1,No,13.5855587,-14.8731775,62.5
CN KY 03,64,dry,swamp.KY,water.source,herded,1,No,13.5855587,-14.8731775,62.5
CN SiD 01,32,wet,grassland.SiD,grazing,herded,0,No,13.5767038,-14.5688349,25
CN SiD 01,32,dry,swamp.SiD,grazing,freerange,1,No,13.5767038,-14.5688349,25
CN SiD 01,32,wet,pond.SiD,water.source,herded,1,No,13.5767038,-14.5688349,25
CN SiD 01,32,dry,swamp.SiD,water.source,freerange,1,No,13.5767038,-14.5688349,25
CN SiD 02,17,wet,grassland.SiD,grazing,herded,0,No,13.5767038,-14.5688349,50
CN SiD 02,17,dry,swamp.SiD,grazing,freerange,1,No,13.5767038,-14.5688349,50
CN SiD 02,17,wet,pond.SiD,water.source,herded,1,No,13.5767038,-14.5688349,50
CN SiD 02,17,dry,swamp.SiD,water.source,freerange,1,No,13.5767038,-14.5688349,50
CN SiD 03,23,wet,grassland.SiD,grazing,herded,0,No,13.5767038,-14.5688349,50
CN SiD 03,23,dry,swamp.SiD,grazing,freerange,1,No,13.5767038,-14.5688349,50
CN SiD 03,23,wet,pond.SiD,water.source,herded,1,No,13.5767038,-14.5688349,50
CN SiD 03,23,dry,swamp.SiD,water.source,freerange,1,No,13.5767038,-14.5688349,50
CN ST 01,33,wet,swamp.SuK,grazing,herded,2,No,13.6171801,-14.9239875,25
CN ST 01,33,dry,swamp.SuK,grazing,herded,2,No,13.6171801,-14.9239875,25
CN ST 01,33,wet,swamp.SuK,water.source,herded,2,No,13.6171801,-14.9239875,25
CN ST 01,33,dry,swamp.SuK,water.source,herded,2,No,13.6171801,-14.9239875,25
CN ST 02,77,wet,swamp.SuK,grazing,herded,2,No,13.6171801,-14.9239875,33
CN ST 02,77,dry,swamp.SuK,grazing,herded,2,No,13.6171801,-14.9239875,33
CN ST 02,77,wet,swamp.SuK,water.source,herded,2,No,13.6171801,-14.9239875,33
CN ST 02,77,dry,swamp.SuK,water.source,herded,2,No,13.6171801,-14.9239875,33
CN ST 03,4,wet,swamp.SuK,grazing,herded,2,No,13.6171801,-14.9239875,0
CN ST 03,4,dry,swamp.SuK,grazing,herded,2,No,13.6171801,-14.9239875,0
CN ST 03,4,wet,swamp.SuK,water.source,herded,2,No,13.6171801,-14.9239875,0
CN ST 03,4,dry,swamp.SuK,water.source,herded,2,No,13.6171801,-14.9239875,0
CS BK 01,17,wet,grassland.BaK,grazing,herded,0,No,13.550621,-15.336248,12.5
CS BK 01,17,dry,swamp.NC,grazing,freerange,1,No,13.67113,-15.325731,12.5
CS BK 01,17,wet,pond.BaK,water.source,herded,1,No,13.550621,-15.336248,12.5
CS BK 01,17,dry,swamp.NC,water.source,freerange,1,No,13.67113,-15.325731,12.5
CS BK 02 & 04,36,wet,grassland.BaK,grazing,herded,0,shortdist,13.550621,-15.336248,62.5
CS BK 02 & 04,36,dry,swamp.NC,grazing,herded,1,shortdist,13.67113,-15.325731,62.5
CS BK 02 & 04,36,wet,pond.BaK,water.source,herded,1,shortdist,13.550621,-15.336248,62.5
CS BK 02 & 04,36,dry,swamp.NC,water.source,herded,1,shortdist,13.67113,-15.325731,62.5
CS BK 03,13,wet,grassland.BaK,grazing,herded,0,shortdist,13.550621,-15.336248,50
CS BK 03,13,dry,swamp.NC,grazing,freerange,1,shortdist,13.67113,-15.325731,50
CS BK 03,13,wet,pond.BaK,water.source,herded,1,shortdist,13.550621,-15.336248,50
CS BK 03,13,dry,swamp.NC,water.source,freerange,1,shortdist,13.67113,-15.325731,50
CS FS 01,41,wet,grassland.FS,grazing,herded,0,No,13.46825087,-14.91675477,25
CS FS 01,41,dry,grassland.FS,grazing,freerange,0,No,13.46825087,-14.91675477,25
CS FS 01,41,wet,pond.FS,water.source,herded,4,No,13.46825087,-14.91675477,25
CS FS 01,41,dry,well.FS,water.source,freerange,0,No,13.46825087,-14.91675477,25
CS FS 02 (4),36,wet,grassland.FS,grazing,herded,0,No,13.46825087,-14.91675477,0
CS FS 02 (4),36,dry,grassland.FS,grazing,freerange,0,No,13.46825087,-14.91675477,0
CS FS 02 (4),36,wet,pond.FS,water.source,herded,4,No,13.46825087,-14.91675477,0
CS FS 02 (4),36,dry,well.FS,water.source,freerange,0,No,13.46825087,-14.91675477,0
CS FS 03 (10),65,wet,grassland.FS,grazing,herded,0,No,13.46825087,-14.91675477,0
CS FS 03 (10),65,dry,grassland.FS,grazing,freerange,0,No,13.46825087,-14.91675477,0
CS FS 03 (10),65,wet,pond.FS,water.source,herded,4,No,13.46825087,-14.91675477,0
CS FS 03 (10),65,dry,well.FS,water.source,freerange,0,No,13.46825087,-14.91675477,0
CS GD 01,42,wet,grassland.GD,grazing,herded,0,shortdist,13.6392302,-15.2990386,50
CS GD 01,42,dry,swamp.NC,grazing,freerange,0,shortdist,13.67113,-15.325731,50
CS GD 01,42,wet,pond.GD,water.source,herded,1,shortdist,13.6392302,-15.2990386,50
CS GD 01,42,dry,swamp.NC,water.source,freerange,0,shortdist,13.67113,-15.325731,50
CS GD 02,28,wet,grassland.GD,grazing,herded,0,shortdist,13.6392302,-15.2990386,62.5
CS GD 02,28,dry,swamp.NC,grazing,herded,0,shortdist,13.67113,-15.325731,62.5
CS GD 02,28,wet,pond.GD,water.source,herded,1,shortdist,13.6392302,-15.2990386,62.5
CS GD 02,28,dry,swamp.NC,water.source,herded,0,shortdist,13.67113,-15.325731,62.5
CS GD 03,43,wet,grassland.GD,grazing,herded,0,shortdist,13.6392302,-15.2990386,62.5
CS GD 03,43,dry,swamp.NC,grazing,herded,0,shortdist,13.67113,-15.325731,62.5
CS GD 03,43,wet,pond.GD,water.source,herded,1,shortdist,13.6392302,-15.2990386,62.5
CS GD 03,43,dry,swamp.NC,water.source,herded,0,shortdist,13.67113,-15.325731,62.5
CS GD 04,57,wet,grassland.GD,grazing,herded,0,shortdist,13.6392302,-15.2990386,50
CS GD 04,57,dry,swamp.NC,grazing,herded,0,shortdist,13.67113,-15.325731,50
CS GD 04,57,wet,pond.GD,water.source,herded,1,shortdist,13.6392302,-15.2990386,50
CS GD 04,57,dry,swamp.NC,water.source,herded,0,shortdist,13.67113,-15.325731,50
CS GD 05,74,wet,grassland.KKT,grazing,herded,0,shortdist,13.5908483,-15.1848173,50
CS GD 05,74,dry,swamp.NC,grazing,herded,0,shortdist,13.67113,-15.325731,50
CS GD 05,74,wet,pond.KKT,water.source,herded,1,shortdist,13.5908483,-15.1848173,50
CS GD 05,74,dry,swamp.NC,water.source,herded,0,shortdist,13.67113,-15.325731,50
CS GD 06,36,wet,grassland.KKT,grazing,herded,0,shortdist,13.5908483,-15.1848173,0
CS GD 06,36,dry,swamp.NC,grazing,herded,0,shortdist,13.67113,-15.325731,0
CS GD 06,36,wet,pond.KKT,water.source,herded,1,shortdist,13.5908483,-15.1848173,0
CS GD 06,36,dry,swamp.NC,water.source,herded,0,shortdist,13.67113,-15.325731,0
CS JK 01,53,wet,grassland.JK,grazing,herded,0,No,13.4033582,-14.7453427,12.5
CS JK 01,53,dry,grassland.JK,grazing,herded,0,No,13.4033582,-14.7453427,12.5
CS JK 01,53,wet,pond.JK,water.source,herded,2,No,13.4033582,-14.7453427,12.5
CS JK 01,53,dry,well.JK,water.source,herded,0,No,13.4033582,-14.7453427,12.5
CS JK 02,45,wet,grassland.JK,grazing,herded,0,No,13.4033582,-14.7453427,0
CS JK 02,45,dry,grassland.JK,grazing,herded,0,No,13.4033582,-14.7453427,0
CS JK 02,45,wet,pond.JK,water.source,herded,2,No,13.4033582,-14.7453427,0
CS JK 02,45,dry,well.JK,water.source,herded,0,No,13.4033582,-14.7453427,0
CS JK 03,29,wet,grassland.JK,grazing,herded,0,No,13.4033582,-14.7453427,0
CS JK 03,29,dry,grassland.JK,grazing,herded,0,No,13.4033582,-14.7453427,0
CS JK 03,29,wet,pond.JK,water.source,herded,2,No,13.4033582,-14.7453427,0
CS JK 03,29,dry,well.JK,water.source,herded,0,No,13.4033582,-14.7453427,0
CS JK 04,40,wet,grassland.JK,grazing,herded,0,No,13.4033582,-14.7453427,0
CS JK 04,40,dry,grassland.JK,grazing,freerange,0,No,13.4033582,-14.7453427,0
CS JK 04,40,wet,pond.JK,water.source,herded,2,No,13.4033582,-14.7453427,0
CS JK 04,40,dry,well.JK,water.source,freerange,0,No,13.4033582,-14.7453427,0
CS KL 01,25,wet,grassland.KL,grazing,herded,0,No,13.6066512,-15.2825806,62.5
CS KL 01,25,dry,grassland.KL,grazing,herded,0,No,13.6066512,-15.2825806,62.5
CS KL 01,25,wet,pond.KL,water.source,herded,1,No,13.6066512,-15.2825806,62.5
CS KL 01,25,dry,well.KL,water.source,herded,0,No,13.6066512,-15.2825806,62.5
CS KL 02,39,wet,grassland.KL,grazing,herded,0,No,13.6066512,-15.2825806,50
CS KL 02,39,dry,swamp.KL,grazing,freerange,2,No,13.6066512,-15.2825806,50
CS KL 02,39,wet,pond.KL,water.source,herded,1,No,13.6066512,-15.2825806,50
CS KL 02,39,dry,swamp.KL,water.source,freerange,2,No,13.6066512,-15.2825806,50
CS KL 03,32,wet,grassland.KL,grazing,herded,0,No,13.6066512,-15.2825806,25
CS KL 03,32,dry,swamp.KL,grazing,herded,2,No,13.6066512,-15.2825806,25
CS KL 03,32,wet,pond.KL,water.source,herded,1,No,13.6066512,-15.2825806,25
CS KL 03,32,dry,swamp.KL,water.source,herded,2,No,13.6066512,-15.2825806,25
CS SA 02,28,wet,grassland.SA,grazing,herded,0,shortdist,13.5009044,-14.9985346,25
CS SA 02,28,dry,grassland.NJ,grazing,herded,0,shortdist,13.49444076,-14.94833555,25
CS SA 02,28,wet,pond.SA,water.source,herded,2,shortdist,13.5009044,-14.9985346,25
CS SA 02,28,dry,well.NJ,water.source,herded,0,shortdist,13.49444076,-14.94833555,25
CS SA 03,13,wet,grassland.SA,grazing,herded,0,No,13.5009044,-14.9985346,25
CS SA 03,13,dry,grassland.SA,grazing,freerange,0,No,13.5009044,-14.9985346,25
CS SA 03,13,wet,pond.SA,water.source,herded,2,No,13.5009044,-14.9985346,25
CS SA 03,13,dry,well.SA,water.source,freerange,0,No,13.5009044,-14.9985346,25
CS SA 05&01,21,wet,grassland.SA,grazing,herded,0,No,13.5009044,-14.9985346,62.5
CS SA 05&01,21,dry,grassland.SA,grazing,freerange,0,No,13.5009044,-14.9985346,62.5
CS SA 05&01,21,wet,pond.SA,water.source,herded,2,No,13.5009044,-14.9985346,62.5
CS SA 05&01,21,dry,well.SA,water.source,freerange,0,No,13.5009044,-14.9985346,62.5
CS SB 04,52,wet,grassland.SB,grazing,herded,0,shortdist,13.49444076,-14.94833555,25
CS SB 04,52,dry,swamp.WE,grazing,herded,2,shortdist,13.49444076,-14.94833555,25
CS SB 04,52,wet,pond.SB,water.source,herded,2,shortdist,13.49444076,-14.94833555,25
CS SB 04,52,dry,swamp.WE,water.source,herded,2,shortdist,13.49444076,-14.94833555,25
CS SB 07,16,wet,grassland.SB,grazing,herded,0,No,13.49444076,-14.94833555,0
CS SB 07,16,dry,grassland.SB,grazing,herded,0,No,13.49444076,-14.94833555,0
CS SB 07,16,wet,pond.SB,water.source,herded,2,No,13.49444076,-14.94833555,0
CS SB 07,16,dry,well.SB,water.source,herded,0,No,13.49444076,-14.94833555,0
CS SB X,12,wet,grassland.SB,grazing,herded,0,No,13.49444076,-14.94833555,37.5
CS SB X,12,dry,grassland.SB,grazing,freerange,0,No,13.49444076,-14.94833555,37.5
CS SB X,12,wet,pond.SB,water.source,herded,2,No,13.49444076,-14.94833555,37.5
CS SB X,12,dry,well.SB,water.source,freerange,0,No,13.49444076,-14.94833555,37.5
CS SJ 01,32,wet,grassland.SJ,grazing,herded,0,No,13.3850607,-14.7015326,25
CS SJ 01,32,dry,grassland.SJ,grazing,freerange,0,No,13.3850607,-14.7015326,25
CS SJ 01,32,wet,pond.SJ,water.source,herded,1,No,13.3850607,-14.7015326,25
CS SJ 01,32,dry,well.SJ,water.source,freerange,0,No,13.3850607,-14.7015326,25
CS SJ 02,12,wet,grassland.SJ,grazing,herded,0,No,13.3850607,-14.7015326,12.5
CS SJ 02,12,dry,grassland.SJ,grazing,herded,0,No,13.3850607,-14.7015326,12.5
CS SJ 02,12,wet,pond.SJ,water.source,herded,1,No,13.3850607,-14.7015326,12.5
CS SJ 02,12,dry,well.SJ,water.source,herded,0,No,13.3850607,-14.7015326,12.5
CS SJ 03,63,wet,grassland.SJ,grazing,herded,0,No,13.3850607,-14.7015326,0
CS SJ 03,63,dry,grassland.SJ,grazing,herded,0,No,13.3850607,-14.7015326,0
CS SJ 03,63,wet,pond.SJ,water.source,herded,1,No,13.3850607,-14.7015326,0
CS SJ 03,63,dry,well.SJ,water.source,herded,0,No,13.3850607,-14.7015326,0
LR BR 01,48,wet,grassland.BU,grazing,herded,0,No,13.32745,-16.1785745,66.7
LR BR 01,48,dry,swamp.BU,grazing,herded,1,No,13.32745,-16.1785745,66.7
LR BR 01,48,wet,pond.BU,water.source,herded,0,No,13.32745,-16.1785745,66.7
LR BR 01,48,dry,swamp.BU,water.source,herded,1,No,13.32745,-16.1785745,66.7
LR BR 02,19,wet,grassland.BU,grazing,herded,0,No,13.32745,-16.1785745,50
LR BR 02,19,dry,swamp.BU,grazing,freerange,1,No,13.32745,-16.1785745,50
LR BR 02,19,wet,pond.BU,water.source,herded,0,No,13.32745,-16.1785745,50
LR BR 02,19,dry,swamp.BU,water.source,freerange,1,No,13.32745,-16.1785745,50
LR BR 03,43,wet,grassland.BU,grazing,herded,0,No,13.32745,-16.1785745,66.7
LR BR 03,43,dry,swamp.BU,grazing,herded,1,No,13.32745,-16.1785745,66.7
LR BR 03,43,wet,pond.BU,water.source,herded,0,No,13.32745,-16.1785745,66.7
LR BR 03,43,dry,swamp.BU,water.source,herded,1,No,13.32745,-16.1785745,66.7
LR JaB 01,14,wet,grassland.JaB,grazing,herded,0,No,13.4668005,-15.4655204,37.5
LR JaB 01,14,dry,swamp.JaB,grazing,freerange,1,No,13.4668005,-15.4655204,37.5
LR JaB 01,14,wet,pond.JaB,water.source,herded,1,No,13.4668005,-15.4655204,37.5
LR JaB 01,14,dry,swamp.JaB,water.source,freerange,1,No,13.4668005,-15.4655204,37.5
LR JaB 02,9,wet,grassland.JaB,grazing,herded,0,No,13.4668005,-15.4655204,75
LR JaB 02,9,dry,swamp.JaB,grazing,freerange,1,No,13.4668005,-15.4655204,75
LR JaB 02,9,wet,pond.JaB,water.source,herded,1,No,13.4668005,-15.4655204,75
LR JaB 02,9,dry,swamp.JaB,water.source,freerange,1,No,13.4668005,-15.4655204,75
LR JaB 03,64,wet,grassland.JaB,grazing,herded,0,No,13.4668005,-15.4655204,37.5
LR JaB 03,64,dry,swamp.JaB,grazing,herded,1,No,13.4668005,-15.4655204,37.5
LR JaB 03,64,wet,pond.JaB,water.source,herded,1,No,13.4668005,-15.4655204,37.5
LR JaB 03,64,dry,swamp.JaB,water.source,herded,1,No,13.4668005,-15.4655204,37.5
LR KA 01,61,wet,grassland.KA,grazing,herded,0,No,13.4417174,-15.5157141,43.8
LR KA 01,61,dry,swamp.KA,grazing,freerange,3,No,13.4417174,-15.5157141,43.8
LR KA 01,61,wet,pond.KA,water.source,herded,1,No,13.4417174,-15.5157141,43.8
LR KA 01,61,dry,swamp.KA,water.source,freerange,3,No,13.4417174,-15.5157141,43.8
LR KA 02,16,wet,grassland.KA,grazing,herded,0,shortdist,13.4417174,-15.5157141,83.3
LR KA 02,16,dry,swamp.JaB,grazing,freerange,1,shortdist,13.4668005,-15.4655204,83.3
LR KA 02,16,wet,pond.KA,water.source,herded,1,shortdist,13.4417174,-15.5157141,83.3
LR KA 02,16,dry,swamp.JaB,water.source,freerange,1,shortdist,13.4668005,-15.4655204,83.3
LR KA 03,73,wet,grassland.KA,grazing,herded,0,No,13.4417174,-15.5157141,62.5
LR KA 03,73,dry,swamp.KA,grazing,herded,3,No,13.4417174,-15.5157141,62.5
LR KA 03,73,wet,pond.KA,water.source,herded,1,No,13.4417174,-15.5157141,62.5
LR KA 03,73,dry,swamp.KA,water.source,herded,3,No,13.4417174,-15.5157141,62.5
LR KT 01,23,wet,grassland.KT,grazing,herded,0,No,13.353569,-16.153439,62.5
LR KT 01,23,dry,swamp.KT,grazing,herded,3,No,13.353569,-16.153439,62.5
LR KT 01,23,wet,pond.KT,water.source,herded,1,No,13.353569,-16.153439,62.5
LR KT 01,23,dry,swamp.KT,water.source,herded,3,No,13.353569,-16.153439,62.5
LR KT 02,118,wet,grassland.KT,grazing,herded,1,No,13.353569,-16.153439,50
LR KT 02,118,dry,swamp.KT,grazing,herded,3,No,13.353569,-16.153439,50
LR KT 02,118,wet,pond.KT,water.source,herded,1,No,13.353569,-16.153439,50
LR KT 02,118,dry,swamp.KT,water.source,herded,3,No,13.353569,-16.153439,50
LR KT 03,61,wet,grassland.KT,grazing,herded,1,No,13.353569,-16.153439,62.5
LR KT 03,61,dry,swamp.KT,grazing,herded,3,No,13.353569,-16.153439,62.5
LR KT 03,61,wet,pond.KT,water.source,herded,1,No,13.353569,-16.153439,62.5
LR KT 03,61,dry,swamp.KT,water.source,herded,3,No,13.353569,-16.153439,62.5
LR MDU 01,187,wet,grassland.MDU,grazing,herded,0,No,13.3535944,-16.0691425,62.5
LR MDU 01,187,dry,swamp.MDU,grazing,freerange,4,No,13.3535944,-16.0691425,62.5
LR MDU 01,187,wet,pond.MDU,water.source,herded,1,No,13.3535944,-16.0691425,62.5
LR MDU 01,187,dry,swamp.MDU,water.source,freerange,4,No,13.3535944,-16.0691425,62.5
LR MDU 02,94,wet,grassland.MDU,grazing,herded,0,No,13.3535944,-16.0691425,62.5
LR MDU 02,94,dry,swamp.MDU,grazing,herded,4,No,13.3535944,-16.0691425,62.5
LR MDU 02,94,wet,pond.MDU,water.source,herded,1,No,13.3535944,-16.0691425,62.5
LR MDU 02,94,dry,swamp.MDU,water.source,herded,4,No,13.3535944,-16.0691425,62.5
LR MDU 03,72,wet,grassland.MDU,grazing,herded,0,No,13.3535944,-16.0691425,25
LR MDU 03,72,dry,swamp.MDU,grazing,herded,4,No,13.3535944,-16.0691425,25
LR MDU 03,72,wet,pond.MDU,water.source,herded,1,No,13.3535944,-16.0691425,25
LR MDU 03,72,dry,swamp.MDU,water.source,herded,1,No,13.3535944,-16.0691425,25
LR SaK 02,72,wet,grassland.SaK,grazing,herded,0,No,13.4296618,-15.4548922,58.3
LR SaK 02,72,dry,swamp.JP,grazing,herded,1,No,13.42651,-15.41948,58.3
LR SaK 02,72,wet,pond.SaK,water.source,herded,1,No,13.4296618,-15.4548922,58.3
LR SaK 02,72,dry,swamp.JP,water.source,herded,1,No,13.42651,-15.41948,58.3
LR SaK 03,52,wet,grassland.SaK,grazing,herded,0,No,13.4296618,-15.4548922,70
LR SaK 03,52,dry,swamp.SaK,grazing,herded,1,No,13.4296618,-15.4548922,70
LR SaK 03,52,wet,pond.SaK,water.source,herded,1,No,13.4296618,-15.4548922,70
LR SaK 03,52,dry,swamp.SaK,water.source,herded,1,No,13.4296618,-15.4548922,70
LR SaK 04&05S,127,wet,grassland.SaK,grazing,herded,0,No,13.4296618,-15.4548922,77.8
LR SaK 04&05S,127,dry,swamp.SaK,grazing,herded,1,No,13.4296618,-15.4548922,77.8
LR SaK 04&05S,127,wet,pond.SaK,water.source,herded,1,No,13.4296618,-15.4548922,77.8
LR SaK 04&05S,127,dry,swamp.SaK,water.source,herded,1,No,13.4296618,-15.4548922,77.8
LR SaT 02,36,wet,grassland.SaT,grazing,herded,0,No,13.3858399,-15.4480443,53.8
LR SaT 02,36,dry,grassland.SaT,grazing,herded,0,No,13.3858399,-15.4480443,53.8
LR SaT 02,36,wet,pond.SaT,water.source,herded,2,No,13.3858399,-15.4480443,53.8
LR SaT 02,36,dry,well.SaT,water.source,herded,2,No,13.3858399,-15.4480443,53.8
LR SaT 03,18,wet,grassland.SaT,grazing,herded,0,No,13.3858399,-15.4480443,33
LR SaT 03,18,dry,grassland.SaT,grazing,freerange,0,No,13.3858399,-15.4480443,33
LR SaT 03,18,wet,pond.SaT,water.source,herded,2,No,13.3858399,-15.4480443,33
LR SaT 03,18,dry,well.SaT,water.source,freerange,2,No,13.3858399,-15.4480443,33
LR SaT 04,142,wet,grassland.SaT,grazing,herded,0,shortdist,13.3858399,-15.4480443,62.5
LR SaT 04,142,dry,swamp.JP,grazing,herded,1,shortdist,13.42651,-15.41948,62.5
LR SaT 04,142,wet,pond.SaT,water.source,herded,1,shortdist,13.3858399,-15.4480443,62.5
LR SaT 04,142,dry,swamp.JP,water.source,herded,1,shortdist,13.42651,-15.41948,62.5
LR SH 02,16,wet,grassland.SH,grazing,herded,0,No,13.414677,-15.395972,46.2
LR SH 02,16,dry,grassland.SH,grazing,herded,0,No,13.414677,-15.395972,46.2
